Designation,Company Name,Location,Post Date,Job Type,Employees,Job Description,URL,Post By,Post Designation,Industry 
Python Software Engineer,Penn Mutual,United States,6 hours ago,Full-time · Mid-Senior level,"1,001-5,000 employees · Insurance","Position Overview
Penn Mutual is expanding the team that creates the next generation of applications for our Financial Professionals. This team is responsible for the design and development of a modern web application that fronts a Micro Service API eco-system. The application involves running complex calculations based on a wide variety of Life Insurance products. The team works with technologies that are current, relevant and explores cutting edge technologies as needed.

As a developer, you will work alongside other talented and passionate developers to deliver next generation solutions at Penn Mutual. You will work in cutting edge technologies including Cloud to deliver modern and seamless experience to stakeholders. You’ll have the rare opportunity to work on a mix of from-scratch development and enhancing newly developed applications.


Our developers are able to speak intelligently about the process of software development, while getting their hands on the keyboard to deliver real functionality. We need strong developers that are familiar with modern best practices, who can develop code in a disciplined way that meets project needs and won’t sacrifice quality just to get something shipped quickly. We’re also looking for people who can understand the larger picture, and have experience dealing with back-end services and other teams.

The world of web development is constantly evolving. We are interested in people that stay up to date on the current trends and can provide measured feedback on when it is appropriate to adopt a new technology. We take a rational approach to decision-making based on what our options are, and how they help us achieve our goals; candidates should be comfortable with that approach.


Because we work collaboratively, strong interpersonal and communication skills are essential. We also use Agile delivery methodologies, so Agile experience is also desirable. The primary applications driven by this team are built using Python with its libraries like pandas, NumPy, pytest applying Object Oriented principles and run in AWS cloud in Lambdas/API Gateway.


We have embraced a flexible, hybrid approach to work. We empower you to choose where you work based on your professional roles and personal preferences. This model allows you to navigate life’s challenges, while bringing your whole self to work, independent of physical location, within the United States.

Responsibilities
Delivers fully tested code on time and with quality
Designs solution and code structure to be following best design patterns to deliver an easy to maintain, sustainable and performant code.
Ensures all new code is delivered with adequate unit test coverage
Participates in the discussion and documentation of best practices and standards for application development
Participates in all team meetings
Works in an agile, fast-paced environment with two-week sprint/release cycle
Collaborates with product owners, front and back-end developers, and user experience teams
Helps product owners with issue prioritization and contributes to project scoping
Manages time and expectations to reliable meet sprint commitments
Reviews requirements, specifications, and technical design documents to provide timely and meaningful feedback
Learns new technologies as needed and builds solutions from scratch
Complies with all company policies and procedures
Remains current in profession and industry trends
Successfully completes regulatory and job training requirements
Performs other duties as assigned



Required Experience
8+ years working with Python and related frameworks
2+ Experience building performant Python solutions with very tight SLAs with performance focus
3+ Experience working with Python libraries like Pandas, NumPy, boto3, flask, pytest, setup, prospector
2+ years of Python API development using frameworks like Flask/Django/Django Rest Framework
5+ years of development using both NoSQL(Cassandra, DynamoDB) and relational databases
5+ years using the agile methodology to deliver business value to stakeholders
2+ year developing in AWS cloud native or server less approach (ECS, Lambda, IAM, API Gateway, CloudFormation, Code Deploy, Parameter Store, Serets Manager, CloudWatch, S3)
2+ year Python package and dependency management tools like pip, pipenv, venv & conda
Strong Experience working on Python applications built using various design patterns and Object-Oriented principles as needed
Strong Experience working with Python test packages
Experience designing and developing Python applications applying Object Oriented and Functional patterns
3+ years of RESTful webservices development with minimum 2+ years development in the AWS ecosystem



Desired Experience
Experience with continuous integration tools such as Jenkins
Experience designing and developing applications with caching or in-memory data stores.
Strong experience developing applications and service in a completely cloud native (AWS preferred) approach
Experience working with Python from a Microservices approach
Life insurance industry experience a plus



Skills & Abilities
Strong interpersonal & communication skills
Agile delivery methodology
Self-starter with desire to learn new technologies and solve challenging problems
Ability to make a positive contribution as demonstrated by learning new skills and making suggestions for process/procedure improvement
Ability to work with others in a collaborative team environment

Education
Bachelor’s degree or equivalent in Computer Science, Information Technology, or related discipline


Penn Mutual is committed to Equal Employment Opportunity (EEO). We provide employment and advancement opportunities to all qualified applicants and associates, according to applicable laws. This is reflected in our practices for hiring, placement, promotion, transfer, demotion, layoff, termination, recruitment, compensation, selection or training, and all other terms and conditions of employment. All employment-related decisions and practices are free from unlawful discrimination. This includes: race, creed, color, national origin, ancestry, citizenship, age, gender (including pregnancy), sexual orientation, gender identity or expression, domestic partnership or civil union status, marital status, genetic information, disability, religious observance or practice, liability, veteran status or any other classification protected under applicable law. Leaders may, at their discretion, change the responsibilities in this position description at any time due to reasonable accommodation and/or other business reasons.

About the Penn Mutual Life Insurance Company
Penn Mutual helps people become stronger. Our expertly crafted life insurance is vital to long-term financial health and strengthens people’s ability to enjoy every day. Working with our trusted network of financial professionals, we take the long view, building customized solutions for individuals, their families, and their businesses. We support our financial professionals with retirement and investment services through our wholly owned subsidiary, Hornor, Townsend & Kent, LLC, member FINRA/SIPC.",https://www.linkedin.com/company/penn-mutual/life/,NA,NA,
Antenna Integration Engineer,Galtronics,"Tempe, AZ",3 months ago,Full-time,"501-1,000 employees","Job description
This position will support Galtronics Antenna Design team to integrate antenna solutions into customer devices.
Duties and Responsibilities
Antenna integration process includes antenna selection, antenna placement, and OTA test; antenna tuning and matching for embedded solution in customer devices
Hands-on experience performing tuning, S-parameter measurements, and antenna patterns in the anechoic chamber
Lab skills such as LPKF, 3D printing, and soldering
TRP, TIS, and EIRP testing
Writing reports in tabular and graphical formats
Demonstrated ability to deliver on-time
Self-motivation and reliability are a must
Excellent written and verbal communication skills
Required Qualifications
BS or MS in Electrical Engineering
Recent college graduates must have 3.5 GPA or better
Basic antenna theory
Excellent organizational skills with a focus on details
Preferred Skills & Experience
Some knowledge or experience with 802.11 radios
Knowledge of antennas, transmission line theory, matching circuits, active and passive RF circuit design
Experience with EM simulation tools (CST or HFSS) is a plus
Microsoft Excel and PowerPoint
·Wi-Fi industry knowledge
Embedded operating system
·Systems, Applications, or Integration Engineering preferably with a focus on wireless products
Antenna passive tests
Job Type: Full-time
SALARY RANGE: $65K-75K USD",https://www.linkedin.com/company/galtronics-corporation-ltd./life/,Kelly Myles,"Marketing and Communications Professional, Relationship Builder, Project Manager, Collaborative Leader, Analytical Thinker, Thrives in Fast Paced Environments",
Network Engineer,BrightRidge,"Johnson City, TN",4 weeks ago,"$60,000/yr · Full-time",51-200 employees,"Responsible for providing engineering support of the various telecommunication products utilized by BrightRidge services. Works with Video/Data/Voice networks for BrightRidge and in conjunction with the various BrightRidge departments, vendors, consultants, and other network engineers to support the technical operation of the organization. Visit www.brightridge.com/careers to view the full job description and position requirements.",https://www.linkedin.com/company/johnson-city-power-board/life/,Connie Crouch,HUMAN RESOURCES DEPARTMENT AT BRIGHTRIDGE,
Senior Software Engineer (Commerce),Classmates,"Bellevue, WA",1 week ago,Full-time,51-200 employees,"*Only local candidates will be considered for this role

PeopleConnect is hiring for our Classmates division!

Opportunity:
We are looking for talented Magento Commerce developers to drive our growing business. Classmates.com is used by millions of customers and the Commerce team leverages Magento 2 and custom Classmates services to create great experiences for our unique social media site.
In addition to our subscription services, our digital Yearbook collection is built on hundreds of thousands of books that have been scanned, OCR’d, and then indexed for our customers. Customers can view their yearbook and order printed versions. We invest heavily in our analytics infrastructure and leverage Hadoop and Snowflake to feed our reporting systems.
As a Sr. Software Engineer on the Commerce Team, you will help to provide framework development, prototyping, rapid testing, and implement version updates.

You will be successful in this role if you:
You know who the customer is and why that’s important
Get inspired on a daily basis, think of new ideas and like to share them with others
Get satisfaction from helping others become better developers and team members
Have excellent written and verbal communication skills
Love to experiment and use data to drive decision making
Responsibilities:
Create platform improvements driving better functionality, experiences, and conversion
Design and create multivariate tests, publishing results with insights
Working in an agile team, performing code and design reviews
Deliver on time with high quality
Follow and encourage best practices such as technical documentation on the wiki
Work with technology and business stakeholders in gathering requirements and for delivery of projects through all phases and into production
Requirements:
Sharp analytical abilities, proven design skills and a track record of delivery
Leadership, critical thinking and excellent verbal and written communication skills.
Experience working in a lean/agile environment
Experience with AWS cloud services
Experience troubleshooting complex commerce systems
Experience successfully leading software development projects

Languages / Frameworks
3+ years of experience with PHP
3+ years of experience with any Commerce frameworks
Magento is preferred
3+ years of experience with NodeJS and Ember
3+ years of experience developing within a Unix/Linux environment
3+ years of experience in data modeling and SQL skills.
Test-driven development advocate using mocked tests
Additionally, successful candidates will possess several or all of the following:
Magento 2 Certified Professional Cloud Developer
Working knowledge of Google Analytics and Optimize
A keen understanding of web page performance optimizations
Bachelor's degree in Computer Science, Software Engineering, or related field or equivalent experience.
3+ years of relevant work experience

PeopleConnect, Inc. is an equal opportunity employer",https://www.linkedin.com/company/classmates/life/,"Jeremy Turner, SPHR, SHRM-SCP",HR Manager at PeopleConnect,
Python Software Engineer,Penn Mutual,United States,6 hours ago,Full-time · Mid-Senior level,"1,001-5,000 employees · Insurance","Position Overview
Penn Mutual is expanding the team that creates the next generation of applications for our Financial Professionals. This team is responsible for the design and development of a modern web application that fronts a Micro Service API eco-system. The application involves running complex calculations based on a wide variety of Life Insurance products. The team works with technologies that are current, relevant and explores cutting edge technologies as needed.

As a developer, you will work alongside other talented and passionate developers to deliver next generation solutions at Penn Mutual. You will work in cutting edge technologies including Cloud to deliver modern and seamless experience to stakeholders. You’ll have the rare opportunity to work on a mix of from-scratch development and enhancing newly developed applications.


Our developers are able to speak intelligently about the process of software development, while getting their hands on the keyboard to deliver real functionality. We need strong developers that are familiar with modern best practices, who can develop code in a disciplined way that meets project needs and won’t sacrifice quality just to get something shipped quickly. We’re also looking for people who can understand the larger picture, and have experience dealing with back-end services and other teams.

The world of web development is constantly evolving. We are interested in people that stay up to date on the current trends and can provide measured feedback on when it is appropriate to adopt a new technology. We take a rational approach to decision-making based on what our options are, and how they help us achieve our goals; candidates should be comfortable with that approach.


Because we work collaboratively, strong interpersonal and communication skills are essential. We also use Agile delivery methodologies, so Agile experience is also desirable. The primary applications driven by this team are built using Python with its libraries like pandas, NumPy, pytest applying Object Oriented principles and run in AWS cloud in Lambdas/API Gateway.


We have embraced a flexible, hybrid approach to work. We empower you to choose where you work based on your professional roles and personal preferences. This model allows you to navigate life’s challenges, while bringing your whole self to work, independent of physical location, within the United States.

Responsibilities
Delivers fully tested code on time and with quality
Designs solution and code structure to be following best design patterns to deliver an easy to maintain, sustainable and performant code.
Ensures all new code is delivered with adequate unit test coverage
Participates in the discussion and documentation of best practices and standards for application development
Participates in all team meetings
Works in an agile, fast-paced environment with two-week sprint/release cycle
Collaborates with product owners, front and back-end developers, and user experience teams
Helps product owners with issue prioritization and contributes to project scoping
Manages time and expectations to reliable meet sprint commitments
Reviews requirements, specifications, and technical design documents to provide timely and meaningful feedback
Learns new technologies as needed and builds solutions from scratch
Complies with all company policies and procedures
Remains current in profession and industry trends
Successfully completes regulatory and job training requirements
Performs other duties as assigned



Required Experience
8+ years working with Python and related frameworks
2+ Experience building performant Python solutions with very tight SLAs with performance focus
3+ Experience working with Python libraries like Pandas, NumPy, boto3, flask, pytest, setup, prospector
2+ years of Python API development using frameworks like Flask/Django/Django Rest Framework
5+ years of development using both NoSQL(Cassandra, DynamoDB) and relational databases
5+ years using the agile methodology to deliver business value to stakeholders
2+ year developing in AWS cloud native or server less approach (ECS, Lambda, IAM, API Gateway, CloudFormation, Code Deploy, Parameter Store, Serets Manager, CloudWatch, S3)
2+ year Python package and dependency management tools like pip, pipenv, venv & conda
Strong Experience working on Python applications built using various design patterns and Object-Oriented principles as needed
Strong Experience working with Python test packages
Experience designing and developing Python applications applying Object Oriented and Functional patterns
3+ years of RESTful webservices development with minimum 2+ years development in the AWS ecosystem



Desired Experience
Experience with continuous integration tools such as Jenkins
Experience designing and developing applications with caching or in-memory data stores.
Strong experience developing applications and service in a completely cloud native (AWS preferred) approach
Experience working with Python from a Microservices approach
Life insurance industry experience a plus



Skills & Abilities
Strong interpersonal & communication skills
Agile delivery methodology
Self-starter with desire to learn new technologies and solve challenging problems
Ability to make a positive contribution as demonstrated by learning new skills and making suggestions for process/procedure improvement
Ability to work with others in a collaborative team environment

Education
Bachelor’s degree or equivalent in Computer Science, Information Technology, or related discipline


Penn Mutual is committed to Equal Employment Opportunity (EEO). We provide employment and advancement opportunities to all qualified applicants and associates, according to applicable laws. This is reflected in our practices for hiring, placement, promotion, transfer, demotion, layoff, termination, recruitment, compensation, selection or training, and all other terms and conditions of employment. All employment-related decisions and practices are free from unlawful discrimination. This includes: race, creed, color, national origin, ancestry, citizenship, age, gender (including pregnancy), sexual orientation, gender identity or expression, domestic partnership or civil union status, marital status, genetic information, disability, religious observance or practice, liability, veteran status or any other classification protected under applicable law. Leaders may, at their discretion, change the responsibilities in this position description at any time due to reasonable accommodation and/or other business reasons.

About the Penn Mutual Life Insurance Company
Penn Mutual helps people become stronger. Our expertly crafted life insurance is vital to long-term financial health and strengthens people’s ability to enjoy every day. Working with our trusted network of financial professionals, we take the long view, building customized solutions for individuals, their families, and their businesses. We support our financial professionals with retirement and investment services through our wholly owned subsidiary, Hornor, Townsend & Kent, LLC, member FINRA/SIPC.",https://www.linkedin.com/company/penn-mutual/life/,NA,NA,
Senior Python Developer,Dice,"West Chester, PA",4 hours ago,Contract · Associate,"1,001-5,000 employees · Technology, Information and Internet","Dice is the leading career destination for tech experts at every stage of their careers. Our client, SmartIT Frame, is seeking the following. Apply via Dice today!

8+ Years of experience.

Job Description:

Technical Skills/Must Haves Python, AWS, Glue

Glue OR Athena

Redshift OR AWS

Job Summary

Expert level knowledge in Python, PySpark.
Hands on Experience in AWS like Amazon EC2, Amazon S3, Amazon Redshift, Amazon EMR and Amazon SQS. Glue OR Athena and Redshift OR AWS.
Good grasps on concepts of Object oriented Design , ETL methodologies - provided by Dice",https://www.linkedin.com/company/dice/life/,NA,NA,
PLC Engineer,Hays,"Liverpool, England, United Kingdom",3 weeks ago,Full-time · Entry level,"5,001-10,000 employees · Staffing and Recruiting","Your New Company

Your new company is a global leader in manufacturing products used worldwide and with major brands. The company has fast paced production and produces 10s of millions of products each year.

Your new role

In your new role as PLC Engineer you will be responsible for providing full PLC support including writing specifications for PLC, SCADA/MES programmes, maintaining hardware and software, and programming robots. You will be leading and advising on all PLC-related issues from inception through to handover to Production.

What You'll Need To Succeed

In order to succeed in this role you will need to have either a degree in engineering (electrical, mechanical or industrial) or demonstrable, significant experience in an automation engineering role specifically in a fast-paced manufacturing environment.

What You'll Get In Return

In return you will have the opportunity to work for one of the leading, established companies in the world within their industry. You will receive a salary between £48-52k (dependant on experience) + additional benefits. There are great opportunities for progression within the company, who prioritise boosting internal careers and developing skills.

What You Need To Do Now

If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.

If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career. #4235648",https://www.linkedin.com/company/hays/life/,NA,NA,
Software Engineer,Spire,United Kingdom,12 hours ago,Full-time · Entry level,201-500 employees · Information Services,"Spire Global is a space-to-cloud analytics company that owns and operates the world’s largest multi-purpose constellation of satellites. Its proprietary data and algorithms provide the most advanced maritime, aviation, and weather tracking in the world. In addition to its own space data APIs, we enable software developers to deploy and operate their constellation and software application with Spire’s trusted global infrastructure, giving people a fast-track to scale their business in space. Spire Maritime monitors $17.1 trillion of global trade, Spire Aviation provides aircraft tracking data to the $2 trillion aviation industry, and our weather data is used by public agencies providing weather predictions to protect lives and prevent the loss of property for almost a billion people.

We are hiring everything from fresh graduates to highly experienced software professionals in the US (where the company started), Glasgow (where we build our spaceships), Sweden (where we have a big data competency center), Luxembourg (where many of our business leads are located).

Software at Spire

Software is critical to everything we do, be it the firmware that runs our software defined radios, the schedule optimization systems that route data through our network of satellites and ground stations, or data big data analytics pipelines that transform observations into easily actionable information.

Our software applications run on a platform that uses Concourse for CI, ArgoCD for deployment, Kubernetes for Compute, Vault for secrets and Prometheus for metrics. We build software applications using the technologies we deem to be most fit for purpose, Rust for high performance optimization systems, C/C++/Rust for embedded, Go and Java and Flink and Kafka for big data, Python for glue code, and so forth.

Being vertically integrated means there is something to challenge anyone no matter your area of interest: cloud infrastructure, multi-tenancy security for our space program, FPGA code doing signal processing, firmware running on microcontrollers, weather forecasting software running on specialized supercomputing hardware, or web services providing the world’s most accurate picture of of a range of phenomena that shape decision making.

Spire’s software organization believes in the value of
Thinking and leveraging expertise internally before coding by creating Technical Proposals and crowdsourcing input on them
Using DevSecOps to achieve high speed and efficient iterations
Giving people room to take initiative and propose creative solutions
Managing your own time rather than having someone tell you what to do
Working in a way that enables people to be equally effective whether they’re in the same room or on the same continent
Having an ownership mentality when it comes to uptime and cloud costs – avoid incidents, when they happen respond effectively, and run our systems without wasting money
Basic Qualifications
Computer science degree or equivalent work experience
Experience working in compiled and interpreted languages
Growth mindset without dogmatic attachment to specific languages or technologies
Excellent communications skills
Alignment with our core values: global, reliable, unbounded, faster, relentless, collaborative
Desire to operate autonomously
Desire to achieve mastery in your domain
Comfortable with iterating and re-evaluating projects and plans as needs evolve
Nice to haves
Working knowledge of cloud and infrastructure-as-code tooling such as Kubernetes, Terraform, Vault, ArgoCD, Ansible, Chef
Strong relational and non-relational database skills
We could write a very long list of what would be beneficial at Spire but in short any other skills are also nice to have. You can never have too many skills. Especially when you work at a company that is solving problems across a broad and deep range of engineering disciplines.
Experience delivering projects on time and on quality
Spire is Global and our success draws upon the diverse viewpoints, skills and experiences of our employees. We are proud to be an equal opportunity employer and are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, marital status, disability, gender identity or veteran status.",https://www.linkedin.com/company/spireglobal/life/,NA,NA,
Python Developer,Dare,"England, United Kingdom",1 week ago,Full-time · Mid-Senior level,51-200 employees · Advertising Services,"Role:Python Full Stack Developer
Location: London

A LITTLE BIT ABOUT THE ROLE
Dare are looking for a Python Full Stack Developer who is happy building large, scalable responsive web apps and sites. This role is responsible for building projects from start to finish, as well as helping the company to scope projects and deliver better products. This role will also be responsible for the design of various web applications, to evolve them ensuring maximum performance, stability and security.

THE ROLE IS RIGHT FOR YOU IF...
You are someone who is willing to learn and contribute to the wider team. You’re comfortable working alone or a part of a team. You face coding challenges head-on and you’re not afraid to leave your comfort zone when you have your mind set on defeating a challenge

WHAT YOU WILL BE DOING
You will be implementing and delivering robust web applications using Python (Django)
You will be an experienced engineer with solid skills in web development, specifically using Python
You will also have experience with front end development and be comfortable using JavaScript.
Building fully responsive code
Building reusable code and libraries for future use
Optimization of the application for maximum speed and scalability
Implementation of security and data protection
Translation of UI/UX wireframes to visual elements
Integration of the front-end and back-end aspects of the web application
Stay informed with industry best practices and provide guidance, inspiration, and mentorship in engineering excellence
Provide strategic and operational oversight for Enterprise software product development
Work closely with business leaders to develop short and long-term strategies

WHAT YOU WILL NEED TO BE GREAT IN THIS ROLE
Experience developing web applications
Bachelor’s in computer science or equivalent work experience
Excellent knowledge of Python and Django.
Excellent knowledge of HTML, CSS, SASS, CSS3 animations and SVG
Cross browser / device testing
Solid communication skills / soft skills
High attention to detail is necessary
Extended Knowledge in one or more SPA JavaScript frameworks such as React, Vue.js
Proficient understanding of code versioning tools Git using Git-Flow and Pull Requests
Good understanding of server-side applications frameworks.
Good understanding of JS task runners/build tools (NPM scripts, ParcelJS, Webpack)
Standard 3rd party APIs integration and OAuth2
Understanding of fundamental design principles behind a scalable application
Ability to implement automated testing platforms and unit tests
Docker knowledge
CI/CD experience
SEO knowledge
Experience of Agile methodologies

ABOUT OUR COMPANY
Dare has an illustrious heritage as one of the UK’s pioneering digital agencies, famous for its creativity, innovative thinking and rigorous strategic approach. We’ve been part of the digital landscape for over 20 years now and are a core part of the Inside Ideas Group, a pioneering company that prides itself on transforming clients' business performance through the use of smarter solutions.

We like to work with clients who not only challenge us but also want to challenge themselves who believe that a customer first approach is the best way to sustainable growth. In partnership with them, we create connected brand experiences from the inside that give businesses an edge and advantage over their competitors.

Our approach is a combination of decision science, design magic and invisible technology. Our unique approach adopts behavioural science principles which we enhance with data, creative flair and strategic marketing capabilities, harnessing technology for business impact, not for its own sake.

We dare to do the right thing - guided by what’s right for our clients, our customers, our people. We think of ourselves as a family and it’s a combination of drive, skill and heart that makes Dare a special place to work. Over the years, we’ve built and collaborated with an impressive portfolio of brands including Diageo, BMW, Nike, Barclays and more. It’s an eclectic mix which means Dare is never dull and we’re always on the hunt for different skills and mindsets to keep our offering fresh.

As an employer, we are committed to ensuring representation of people from all backgrounds regardless of their gender identity or expression, sexual orientation, race, religion, ethnicity, age, neurodiversity, disability status, or any other aspect which makes them unique. We welcome applicants from all backgrounds to apply and would encourage you to let us know if there are steps we can take to ensure that your recruitment process enables you to present yourself in a way that makes you comfortable.

Our D&I data is published quarterly on the Dare website and is fully transparent should you wish to review it.
talent@oliver.agency
Job ID: 3888",https://www.linkedin.com/company/dare/life/,Kerry Ferreira,Talent Partner - EMEA,
Software Engineer,Sage,"Manchester, England, United Kingdom",1 week ago,Full-time · Mid-Senior level,"10,001+ employees · Software Development","Job Description
The Software Engineer is responsible for building, enhancing and maintaining products and/or systems to enable Sage’s business plans and long term objectives using the

identified architecture.

The Developer will design, develop and deliver high quality products and/or systems and services that exceed customers’ or business partners’ expectations and will proactively share

their own knowledge for specific technical solutions and business processes in their area of responsibility.

Successful develop, delivery maintain high quality software (requirements,

design, code, documentation, etc.)

Contribute to quality activities, incl. peer reviews of estimates, designs and code

Resolve defects/bugs during QA testing, pre-production, production, and post-

release patches

Be an active and enthusiastic team player. Partner effectively with all team

members to deliver against commitments.

Commitment to team success and positive team dynamics

Work cross-functionally with various Sage teams: product management, QA/XD,

various product lines, or business units to drive forward results

Proven experience with Agile Development, SCRUM, and/or Extreme

Programming methodologies

Participate in all phases of the project lifecycle.

Maintain relevant documentation to describe logic, coding/configuration, testing

and changes where applicable.

Continuously strive to make improvements to the existing products and/or

systems and services.

Ensure all tasks are completed to the required quality standards.

Update job knowledge by studying state-of-the-art development tools &

techniques

Provide 3rd tier support and/or expertise for the area of responsibility",https://www.linkedin.com/company/sage-software/life/,NA,NA,
Data Engineer,Kellogg Company,"Salford, England, United Kingdom",1 week ago,Full-time · Entry level,"10,001+ employees · Manufacturing","The Kellogg Global Data & Analytics team are looking for an experienced data engineer to join their growing team. At the heart of the Kellogg Company is technology — a key enabler of how we market, sell, and manufacture our well-known and beloved brands to consumers around the globe. As a global Data Engineer, you will play a pivotal role in collecting, processing, and preparing enterprise data for analytics and reporting, to support Kellogg’s digital business initiatives.

You’ll have the opportunity to lead the design and implementation of data products, working with a range of AWS services, including S3, Redshift, EMR, Lambda, Glue and SageMaker.

As a part of the great Kellogg community at our Global Headquarters, you will have the opportunity to be involved in much more than your day-to-day responsibilities. Our culture is full of fun, flexibility, and teams that are playing to win. Get involved with Diversity & Inclusion groups, eat your way through our elaborate breakfast and snack bar, and take advantage of our company store perks! What’s not to love?

HERE’S A TASTE OF WHAT YOU’LL BE DOING

Tech-pertise: You will be scoping and designing technical solutions, working with a variety of internal customers, including functional stakeholders, data scientists and data analysts. You will developand maintain solutions to ingest raw data from enterprise systems and third parties into the Kellogg data lake to build a better tomorrow.
Transform: Part of you day to day will be all about engineering data transformations to prepare data for analytics according to business requirements. You will also get to design and build data warehouse models in Redshift – snap, crackle, pop!
Best Practices: You will be establishing and championing data engineering best practices within the engineering community. While being a champion you will analyze incoming data and trends and develop monitoring systems to track anomalies and data quality issues.
Innovation and Continuous Improvement: You will be driving innovation and continuous improvement of the global data engineering practice, including evaluation of emerging technologies and approaches.

YOUR RECIPE FOR SUCCESS

Proven experience developing and maintaining production data pipelines and ETL jobs
Expert with SQL, Python (or Scala) and Spark (PySpark)
Knowledge of AWS cloud services such as S3, EMR, Lambda, Glue, Redshift & Athena
Experienced in data modelling for self-service business intelligence, advanced analytics, and user applications
Ability to communicate complex technical concepts by adjusting messaging to the audience: business partners, IT peers, external stakeholders, etc.

Life At K

Our Vision and Purpose are at the heart of everything we do. Simple yet powerful, they define why we're here and where we're going - made possible by the extraordinary talent of everyone who works here. People like you. Our heritage, through the inspiration of W.K. Kellogg, continues to drive our company and keeps us committed to creating a stronger future every day, by putting people first in everything we do.

Operating in more than 180 countries, across 6 continents, with dedication and passion from each one of our 30,000 employees, we are extremely proud of our ever-growing portfolio of over 1,600 food products, which include iconic brands such as Pringles, Frosties, Special K and Corn Flakes.

Our company is a place where innovation lives on, where we never stop learning and where we’re excited about tomorrow. It is this belief that brings us together and sets us apart.

Get a taste of what life at Kellogg’s is all about below and a summary of how we are striving daily to offer our people a best in class working environment.

https://www.kelloggcareers.com/global/our-company.html

Growing and nurturing the world starts with our employees, which is why our tailor-made career growth programmes are just what you need to set yourself for success.

With our extensive benefits package including flexible working, which enables you to take control of your work/life balance, we really have our people at the heart of our organisation.

We strive to create a world where people are not just fed but fulfilled and a workplace where everyone can voice their opinions and are empowered to be their true selves. It’s each and everyone’s unique flavour that make up Kellogg’s recipe for success and the diversity of ideas, experiences and beliefs that fuel our future ready momentum and embolden our make it happen culture.

Please note that we will only accept applications that are made to us via our Careers site. If you experience any difficulty when applying, please contact european.recruitment@kellogg.com",https://www.linkedin.com/company/kellogg-company/life/,NA,NA,
Software Developer - Strategic Consulting,Amey,"Manchester, England, United Kingdom",1 month ago,Full-time · Entry level,"10,001+ employees · Civil Engineering","Amey Consulting, exceeding expectations

At Amey Consulting we deliver forward-thinking solutions for the world’s biggest asset owners; giving you the unique opportunity to bring truly ground-breaking work to life. Our success comes from a practical approach. We pride ourselves on solving complex challenges with original thinking, then turning it into a reality. Nowhere else offers quite the same combination of positive influences and experiences to help you deliver your best. We’re proud of what we do, because we’re all given the freedom to perform - it’s what makes a career with us unlike any other.

As a Developer at Amey Consulting no two days are the same. You’ll work with the biggest infrastructure organisations, liaising directly with clients on a wide range of different projects. You’ll use your focused thinking alongside the latest technology to find smarter answers to complex challenges. You’ll be given every chance to build your career how you want, with like-minded team players. And you’ll be in an environment where worklife balance is not just talked about, but achieved.

Check us out and meet the team on Haystack https://haystack.app.link/3wUTBeaThlb

Smarter thinking

Are you a Developer passionate about using your skills to make an impact? Are you driven by data, systems and change management to support clients to make better decisions through applying digital intelligence? Do you want to work on high profile projects with clients such as, Network Rail, Highways England and Heathrow Airport?

Amey Strategic Consulting are a leading consultancy in the use of data and software to improve our client’s operations with our amazing, collaborative team working across UK&I.

The role

The Information Services & Platforms team is recruiting for a Developer to contribute to one of our data centred platforms:
We provide real-time train network performance insights to operational teams within Network Rail; enabling station staff to identify underperformance across the railway network.
We provide real-time, data driven insights on some of the UK’s most iconic structures through our infrastructure monitoring platforms; enabling operational teams to safely manage these structures in a more cost-effective way.
We provide platforms that enable inspection of critical national infrastructure –iconic, complex and geographically dispersed; this ensures that these assets are properly maintained and safe for the public that use them on a daily basis.
In a typical week you will:
Use technology to solve problems in the public sector by developing data centred software solutions using Python.
Collaborate in a multi-disciplinary team to identify and deliver improvements to critical national infrastructure.
We want to hear from you if:
You have familiarity using Python, JS, C/C++, Go or other modern languages
You are interested in the practical and theoretical elements of solving data engineering or data science problems
You have a willingness to learn about modern DevOps practises
You can communicate technical information to a technical and non-technical audience
You are keen to participate in fast-paced technical projects as part of an agile team
You have experience or an interest in building solutions on public cloud platforms (Azure or AWS)
In return:

Our rewards make us better people here at Amey Consulting. If you’re happy, you’ll think smarter. It’s a simple formula but one that puts your wellbeing as a top priority, that’s why we’ve worked hard to build a reward and benefits program that puts you first, including;
Competitive salary
Flexible working arrangements available
Exceptional development and progression plan
Contributory Pension Scheme
Bespoke Talent Framework
Minimum 24 days holiday + Bank Holidays
Additional Leave Purchase Scheme
Amey Rewards Portal including healthcare, dental and childcare vouchers",https://www.linkedin.com/company/amey/life/,NA,NA,
